geometry,geometry_index,sequence_index,base_seed,independent_unit,truth_provenance,truth_seed,nominal_bearing_noise_provenance,nominal_bearing_noise_seed,transport_loss_uniform_provenance,transport_loss_uniform_seed,transport_delay_uniform_provenance,transport_delay_uniform_seed,outlier_mask_uniform_provenance,outlier_mask_uniform_seed,outlier_direction_provenance,outlier_direction_seed
informative,0,67,20260914,whole_base_sequence,s7cd1:20260914:0:67:truth,10386213327348480318,s7cd1:20260914:0:67:nominal_bearing_noise,18365353281785673254,s7cd1:20260914:0:67:transport_loss_uniform,7817173001616618789,s7cd1:20260914:0:67:transport_delay_uniform,17410791012832505218,s7cd1:20260914:0:67:outlier_mask_uniform,11708823191677823683,s7cd1:20260914:0:67:outlier_direction,4284059201463956456
informative,0,68,20260914,whole_base_sequence,s7cd1:20260914:0:68:truth,9711667403615852206,s7cd1:20260914:0:68:nominal_bearing_noise,18382043125475369817,s7cd1:20260914:0:68:transport_loss_uniform,12823854912861057123,s7cd1:20260914:0:68:transport_delay_uniform,6958362825079489432,s7cd1:20260914:0:68:outlier_mask_uniform,278045550274171226,s7cd1:20260914:0:68:outlier_direction,3758040625700329525
informative,0,69,20260914,whole_base_sequence,s7cd1:20260914:0:69:truth,4456928651601095930,s7cd1:20260914:0:69:nominal_bearing_noise,3971652254581968761,s7cd1:20260914:0:69:transport_loss_uniform,2923392182780336770,s7cd1:20260914:0:69:transport_delay_uniform,4402980158884828085,s7cd1:20260914:0:69:outlier_mask_uniform,12379687743607841756,s7cd1:20260914:0:69:outlier_direction,12605353253946175634
informative,0,70,20260914,whole_base_sequence,s7cd1:20260914:0:70:truth,18407391471939770984,s7cd1:20260914:0:70:nominal_bearing_noise,15501174178826573083,s7cd1:20260914:0:70:transport_loss_uniform,10262490784900992170,s7cd1:20260914:0:70:transport_delay_uniform,10256145152006115599,s7cd1:20260914:0:70:outlier_mask_uniform,474808451662230647,s7cd1:20260914:0:70:outlier_direction,11159006329579507536
informative,0,71,20260914,whole_base_sequence,s7cd1:20260914:0:71:truth,17196388936727907605,s7cd1:20260914:0:71:nominal_bearing_noise,8749602799794334002,s7cd1:20260914:0:71:transport_loss_uniform,9032078506496543901,s7cd1:20260914:0:71:transport_delay_uniform,7863317482190699929,s7cd1:20260914:0:71:outlier_mask_uniform,11609119802719711859,s7cd1:20260914:0:71:outlier_direction,10682538458641347319
informative,0,72,20260914,whole_base_sequence,s7cd1:20260914:0:72:truth,1259074056993085404,s7cd1:20260914:0:72:nominal_bearing_noise,18206206979002532069,s7cd1:20260914:0:72:transport_loss_uniform,14486798407093833408,s7cd1:20260914:0:72:transport_delay_uniform,14143208620347650474,s7cd1:20260914:0:72:outlier_mask_uniform,4169012056173215250,s7cd1:20260914:0:72:outlier_direction,15847900364731082575
informative,0,73,20260914,whole_base_sequence,s7cd1:20260914:0:73:truth,107142267890054086,s7cd1:20260914:0:73:nominal_bearing_noise,13860300992894290913,s7cd1:20260914:0:73:transport_loss_uniform,14119753128833827549,s7cd1:20260914:0:73:transport_delay_uniform,5214008920397827652,s7cd1:20260914:0:73:outlier_mask_uniform,14765361891336826325,s7cd1:20260914:0:73:outlier_direction,18330095931011252386
informative,0,74,20260914,whole_base_sequence,s7cd1:20260914:0:74:truth,4544275935703013751,s7cd1:20260914:0:74:nominal_bearing_noise,11364498936524362823,s7cd1:20260914:0:74:transport_loss_uniform,10697726896380642572,s7cd1:20260914:0:74:transport_delay_uniform,3965983342501783734,s7cd1:20260914:0:74:outlier_mask_uniform,9164315618510907517,s7cd1:20260914:0:74:outlier_direction,14103332235304745704
informative,0,75,20260914,whole_base_sequence,s7cd1:20260914:0:75:truth,6381059157549814153,s7cd1:20260914:0:75:nominal_bearing_noise,11339788282023682263,s7cd1:20260914:0:75:transport_loss_uniform,16727127288458205355,s7cd1:20260914:0:75:transport_delay_uniform,8334755605593226448,s7cd1:20260914:0:75:outlier_mask_uniform,288214698764234864,s7cd1:20260914:0:75:outlier_direction,6835633565568304681
informative,0,76,20260914,whole_base_sequence,s7cd1:20260914:0:76:truth,12897240196367422574,s7cd1:20260914:0:76:nominal_bearing_noise,16898941495935624512,s7cd1:20260914:0:76:transport_loss_uniform,16324684947227819771,s7cd1:20260914:0:76:transport_delay_uniform,11544691574682813762,s7cd1:20260914:0:76:outlier_mask_uniform,8510760643224832757,s7cd1:20260914:0:76:outlier_direction,2341360937210546101
informative,0,77,20260914,whole_base_sequence,s7cd1:20260914:0:77:truth,7017894361745109843,s7cd1:20260914:0:77:nominal_bearing_noise,8181344355627411267,s7cd1:20260914:0:77:transport_loss_uniform,6861470248341119694,s7cd1:20260914:0:77:transport_delay_uniform,7342181219183867904,s7cd1:20260914:0:77:outlier_mask_uniform,3372308481232870009,s7cd1:20260914:0:77:outlier_direction,10833603184979742465
informative,0,78,20260914,whole_base_sequence,s7cd1:20260914:0:78:truth,16402593004559080970,s7cd1:20260914:0:78:nominal_bearing_noise,1340011781888395330,s7cd1:20260914:0:78:transport_loss_uniform,5835753693019308092,s7cd1:20260914:0:78:transport_delay_uniform,10518210256040743682,s7cd1:20260914:0:78:outlier_mask_uniform,1271748865331836627,s7cd1:20260914:0:78:outlier_direction,4209219478108497341
informative,0,79,20260914,whole_base_sequence,s7cd1:20260914:0:79:truth,569303308782989501,s7cd1:20260914:0:79:nominal_bearing_noise,10909143361445779104,s7cd1:20260914:0:79:transport_loss_uniform,15388816850059649360,s7cd1:20260914:0:79:transport_delay_uniform,5119236012356751699,s7cd1:20260914:0:79:outlier_mask_uniform,11599775952111187301,s7cd1:20260914:0:79:outlier_direction,14282665331569792102
informative,0,80,20260914,whole_base_sequence,s7cd1:20260914:0:80:truth,7088367961097901193,s7cd1:20260914:0:80:nominal_bearing_noise,12758586533322691868,s7cd1:20260914:0:80:transport_loss_uniform,14935891069664568384,s7cd1:20260914:0:80:transport_delay_uniform,13829633332347253379,s7cd1:20260914:0:80:outlier_mask_uniform,2349658596636773470,s7cd1:20260914:0:80:outlier_direction,17513112672183432764
informative,0,81,20260914,whole_base_sequence,s7cd1:20260914:0:81:truth,3755467140782146943,s7cd1:20260914:0:81:nominal_bearing_noise,16192176910268372805,s7cd1:20260914:0:81:transport_loss_uniform,6673998449687547850,s7cd1:20260914:0:81:transport_delay_uniform,6677569522709542039,s7cd1:20260914:0:81:outlier_mask_uniform,17132671062934742101,s7cd1:20260914:0:81:outlier_direction,10940955142380920248
informative,0,82,20260914,whole_base_sequence,s7cd1:20260914:0:82:truth,10583105086604732522,s7cd1:20260914:0:82:nominal_bearing_noise,14306261328857058168,s7cd1:20260914:0:82:transport_loss_uniform,722546499140588261,s7cd1:20260914:0:82:transport_delay_uniform,14730081989446578763,s7cd1:20260914:0:82:outlier_mask_uniform,16867769901895875296,s7cd1:20260914:0:82:outlier_direction,3274731180064540402
informative,0,83,20260914,whole_base_sequence,s7cd1:20260914:0:83:truth,1957404294045512597,s7cd1:20260914:0:83:nominal_bearing_noise,927091606414240753,s7cd1:20260914:0:83:transport_loss_uniform,8861606920514581804,s7cd1:20260914:0:83:transport_delay_uniform,5900834918992257908,s7cd1:20260914:0:83:outlier_mask_uniform,5283966672108740902,s7cd1:20260914:0:83:outlier_direction,2720122448376533076
informative,0,84,20260914,whole_base_sequence,s7cd1:20260914:0:84:truth,17458234348976276245,s7cd1:20260914:0:84:nominal_bearing_noise,4900006236605186949,s7cd1:20260914:0:84:transport_loss_uniform,12954168932296924275,s7cd1:20260914:0:84:transport_delay_uniform,6964843256464058872,s7cd1:20260914:0:84:outlier_mask_uniform,4976301631569289155,s7cd1:20260914:0:84:outlier_direction,4151563650192668956
informative,0,85,20260914,whole_base_sequence,s7cd1:20260914:0:85:truth,1378509630671219742,s7cd1:20260914:0:85:nominal_bearing_noise,476202674292553714,s7cd1:20260914:0:85:transport_loss_uniform,10819555380118619926,s7cd1:20260914:0:85:transport_delay_uniform,14986731873164765192,s7cd1:20260914:0:85:outlier_mask_uniform,14453749175071059171,s7cd1:20260914:0:85:outlier_direction,1530887987848198586
informative,0,86,20260914,whole_base_sequence,s7cd1:20260914:0:86:truth,17460161488575340380,s7cd1:20260914:0:86:nominal_bearing_noise,6477047020106494566,s7cd1:20260914:0:86:transport_loss_uniform,4229228437860657969,s7cd1:20260914:0:86:transport_delay_uniform,14315111645571105870,s7cd1:20260914:0:86:outlier_mask_uniform,404748184995459745,s7cd1:20260914:0:86:outlier_direction,5489128077308124995
informative,0,87,20260914,whole_base_sequence,s7cd1:20260914:0:87:truth,9280797589545868610,s7cd1:20260914:0:87:nominal_bearing_noise,3396743223705098917,s7cd1:20260914:0:87:transport_loss_uniform,8724735570507933437,s7cd1:20260914:0:87:transport_delay_uniform,2514256737532263343,s7cd1:20260914:0:87:outlier_mask_uniform,16484030113544711319,s7cd1:20260914:0:87:outlier_direction,17104786277996114530
informative,0,88,20260914,whole_base_sequence,s7cd1:20260914:0:88:truth,10230011353274090251,s7cd1:20260914:0:88:nominal_bearing_noise,17116539422961103916,s7cd1:20260914:0:88:transport_loss_uniform,6638315415471545556,s7cd1:20260914:0:88:transport_delay_uniform,4614592421440637421,s7cd1:20260914:0:88:outlier_mask_uniform,12525026257994922500,s7cd1:20260914:0:88:outlier_direction,4055110061787535036
informative,0,89,20260914,whole_base_sequence,s7cd1:20260914:0:89:truth,11744271051898551260,s7cd1:20260914:0:89:nominal_bearing_noise,13936572404735341103,s7cd1:20260914:0:89:transport_loss_uniform,16683624181758458036,s7cd1:20260914:0:89:transport_delay_uniform,15612576656751506552,s7cd1:20260914:0:89:outlier_mask_uniform,11246386526269182790,s7cd1:20260914:0:89:outlier_direction,1398256022442714663
informative,0,90,20260914,whole_base_sequence,s7cd1:20260914:0:90:truth,14742805745003844477,s7cd1:20260914:0:90:nominal_bearing_noise,13154455571263746573,s7cd1:20260914:0:90:transport_loss_uniform,3381078819214222771,s7cd1:20260914:0:90:transport_delay_uniform,425372541330444320,s7cd1:20260914:0:90:outlier_mask_uniform,6280858117993397609,s7cd1:20260914:0:90:outlier_direction,14645230389296634788
informative,0,91,20260914,whole_base_sequence,s7cd1:20260914:0:91:truth,5122637757857697205,s7cd1:20260914:0:91:nominal_bearing_noise,522969662870248465,s7cd1:20260914:0:91:transport_loss_uniform,18177417928448037189,s7cd1:20260914:0:91:transport_delay_uniform,13618813219765326645,s7cd1:20260914:0:91:outlier_mask_uniform,12642223989618661516,s7cd1:20260914:0:91:outlier_direction,4548237029382792364
informative,0,92,20260914,whole_base_sequence,s7cd1:20260914:0:92:truth,17134978078279126774,s7cd1:20260914:0:92:nominal_bearing_noise,12618884410863749906,s7cd1:20260914:0:92:transport_loss_uniform,10070874883530005177,s7cd1:20260914:0:92:transport_delay_uniform,6250382270710182378,s7cd1:20260914:0:92:outlier_mask_uniform,11873031654005415072,s7cd1:20260914:0:92:outlier_direction,6722627503977414314
informative,0,93,20260914,whole_base_sequence,s7cd1:20260914:0:93:truth,2016036451655419515,s7cd1:20260914:0:93:nominal_bearing_noise,3155663343018196105,s7cd1:20260914:0:93:transport_loss_uniform,8372660878336985234,s7cd1:20260914:0:93:transport_delay_uniform,4040059435511920857,s7cd1:20260914:0:93:outlier_mask_uniform,2924957203074862490,s7cd1:20260914:0:93:outlier_direction,14292008611115117042
informative,0,94,20260914,whole_base_sequence,s7cd1:20260914:0:94:truth,2155941230190230006,s7cd1:20260914:0:94:nominal_bearing_noise,18050510148657451386,s7cd1:20260914:0:94:transport_loss_uniform,9049619546925026638,s7cd1:20260914:0:94:transport_delay_uniform,12845463149747943936,s7cd1:20260914:0:94:outlier_mask_uniform,13235788581056422149,s7cd1:20260914:0:94:outlier_direction,10754186251046361169
informative,0,95,20260914,whole_base_sequence,s7cd1:20260914:0:95:truth,9831370127795908189,s7cd1:20260914:0:95:nominal_bearing_noise,13545409968210877678,s7cd1:20260914:0:95:transport_loss_uniform,14295246330827567391,s7cd1:20260914:0:95:transport_delay_uniform,12579985140477178349,s7cd1:20260914:0:95:outlier_mask_uniform,10345054535264814643,s7cd1:20260914:0:95:outlier_direction,4416024674408787128
informative,0,96,20260914,whole_base_sequence,s7cd1:20260914:0:96:truth,12579490647415072784,s7cd1:20260914:0:96:nominal_bearing_noise,11353498801951198915,s7cd1:20260914:0:96:transport_loss_uniform,11281205639103281504,s7cd1:20260914:0:96:transport_delay_uniform,16078186822502151775,s7cd1:20260914:0:96:outlier_mask_uniform,3530577459413715640,s7cd1:20260914:0:96:outlier_direction,6708495746378069420
informative,0,97,20260914,whole_base_sequence,s7cd1:20260914:0:97:truth,298270428131224508,s7cd1:20260914:0:97:nominal_bearing_noise,15594832525107135047,s7cd1:20260914:0:97:transport_loss_uniform,17740276362130043710,s7cd1:20260914:0:97:transport_delay_uniform,16108853943761490311,s7cd1:20260914:0:97:outlier_mask_uniform,12686789018314361376,s7cd1:20260914:0:97:outlier_direction,17402301845001427405
informative,0,98,20260914,whole_base_sequence,s7cd1:20260914:0:98:truth,13848462571553678629,s7cd1:20260914:0:98:nominal_bearing_noise,14422850122683192544,s7cd1:20260914:0:98:transport_loss_uniform,14668719718698885268,s7cd1:20260914:0:98:transport_delay_uniform,2726504334526985944,s7cd1:20260914:0:98:outlier_mask_uniform,1388583634166200653,s7cd1:20260914:0:98:outlier_direction,5998895897485045039
informative,0,99,20260914,whole_base_sequence,s7cd1:20260914:0:99:truth,2067655477971400938,s7cd1:20260914:0:99:nominal_bearing_noise,15104583835004943621,s7cd1:20260914:0:99:transport_loss_uniform,8628379731068223848,s7cd1:20260914:0:99:transport_delay_uniform,7118117392166308215,s7cd1:20260914:0:99:outlier_mask_uniform,2517755520173925936,s7cd1:20260914:0:99:outlier_direction,11646025155919312855
poorly_conditioned,1,0,20260914,whole_base_sequence,s7cd1:20260914:1:0:truth,3534442293830764250,s7cd1:20260914:1:0:nominal_bearing_noise,34762154674959232,s7cd1:20260914:1:0:transport_loss_uniform,9160165475661826891,s7cd1:20260914:1:0:transport_delay_uniform,6780789441467058600,s7cd1:20260914:1:0:outlier_mask_uniform,14118804270203651871,s7cd1:20260914:1:0:outlier_direction,8982794830896917486
poorly_conditioned,1,1,20260914,whole_base_sequence,s7cd1:20260914:1:1:truth,2970581454444485583,s7cd1:20260914:1:1:nominal_bearing_noise,16578726181537040536,s7cd1:20260914:1:1:transport_loss_uniform,11328326566370228965,s7cd1:20260914:1:1:transport_delay_uniform,4608256525529081984,s7cd1:20260914:1:1:outlier_mask_uniform,17979622217694353745,s7cd1:20260914:1:1:outlier_direction,14996462125681918345
poorly_conditioned,1,2,20260914,whole_base_sequence,s7cd1:20260914:1:2:truth,9252969889164514444,s7cd1:20260914:1:2:nominal_bearing_noise,4464552966936493981,s7cd1:20260914:1:2:transport_loss_uniform,10616590311017711466,s7cd1:20260914:1:2:transport_delay_uniform,7968674610246198551,s7cd1:20260914:1:2:outlier_mask_uniform,9868552894083236615,s7cd1:20260914:1:2:outlier_direction,11741805131503577181
poorly_conditioned,1,3,20260914,whole_base_sequence,s7cd1:20260914:1:3:truth,6240076137921002837,s7cd1:20260914:1:3:nominal_bearing_noise,5455622635204131155,s7cd1:20260914:1:3:transport_loss_uniform,2908932141604415385,s7cd1:20260914:1:3:transport_delay_uniform,603667729633105584,s7cd1:20260914:1:3:outlier_mask_uniform,7173900281191852575,s7cd1:20260914:1:3:outlier_direction,4803184998717854341
poorly_conditioned,1,4,20260914,whole_base_sequence,s7cd1:20260914:1:4:truth,11276550324716611273,s7cd1:20260914:1:4:nominal_bearing_noise,4439962802866475804,s7cd1:20260914:1:4:transport_loss_uniform,12258008708921605588,s7cd1:20260914:1:4:transport_delay_uniform,11443253910826041720,s7cd1:20260914:1:4:outlier_mask_uniform,2096324390389426287,s7cd1:20260914:1:4:outlier_direction,2621211922455629242
poorly_conditioned,1,5,20260914,whole_base_sequence,s7cd1:20260914:1:5:truth,1180962461372959280,s7cd1:20260914:1:5:nominal_bearing_noise,18224034025914022048,s7cd1:20260914:1:5:transport_loss_uniform,7805653400688756158,s7cd1:20260914:1:5:transport_delay_uniform,482659379911768403,s7cd1:20260914:1:5:outlier_mask_uniform,1048566174666005727,s7cd1:20260914:1:5:outlier_direction,12575133097665554113
poorly_conditioned,1,6,20260914,whole_base_sequence,s7cd1:20260914:1:6:truth,3790461378941887288,s7cd1:20260914:1:6:nominal_bearing_noise,14639000443650909094,s7cd1:20260914:1:6:transport_loss_uniform,1890038969042306144,s7cd1:20260914:1:6:transport_delay_uniform,227664969239220620,s7cd1:20260914:1:6:outlier_mask_uniform,2191885790007271834,s7cd1:20260914:1:6:outlier_direction,14106971475391974876
poorly_conditioned,1,7,20260914,whole_base_sequence,s7cd1:20260914:1:7:truth,10338972737261741266,s7cd1:20260914:1:7:nominal_bearing_noise,7500946246690852878,s7cd1:20260914:1:7:transport_loss_uniform,12944327703944218339,s7cd1:20260914:1:7:transport_delay_uniform,14228304528888770333,s7cd1:20260914:1:7:outlier_mask_uniform,14871932578498958226,s7cd1:20260914:1:7:outlier_direction,11528392861174079016
poorly_conditioned,1,8,20260914,whole_base_sequence,s7cd1:20260914:1:8:truth,871155679233064955,s7cd1:20260914:1:8:nominal_bearing_noise,16304418495763179980,s7cd1:20260914:1:8:transport_loss_uniform,17905625566990530052,s7cd1:20260914:1:8:transport_delay_uniform,4701288549412188647,s7cd1:20260914:1:8:outlier_mask_uniform,14987061927050037390,s7cd1:20260914:1:8:outlier_direction,17137488447189597606
poorly_conditioned,1,9,20260914,whole_base_sequence,s7cd1:20260914:1:9:truth,17421884475808855723,s7cd1:20260914:1:9:nominal_bearing_noise,4276479222723993573,s7cd1:20260914:1:9:transport_loss_uniform,15525887453794264153,s7cd1:20260914:1:9:transport_delay_uniform,17456864347724480361,s7cd1:20260914:1:9:outlier_mask_uniform,928876052919139362,s7cd1:20260914:1:9:outlier_direction,8271104100133559387
poorly_conditioned,1,10,20260914,whole_base_sequence,s7cd1:20260914:1:10:truth,12440011971400837665,s7cd1:20260914:1:10:nominal_bearing_noise,15540670839093225475,s7cd1:20260914:1:10:transport_loss_uniform,18259051213922931314,s7cd1:20260914:1:10:transport_delay_uniform,5806211550184004340,s7cd1:20260914:1:10:outlier_mask_uniform,18319506330035242040,s7cd1:20260914:1:10:outlier_direction,3978561516111783228
poorly_conditioned,1,11,20260914,whole_base_sequence,s7cd1:20260914:1:11:truth,13013571234144108851,s7cd1:20260914:1:11:nominal_bearing_noise,7532605819087645132,s7cd1:20260914:1:11:transport_loss_uniform,5539250260192812092,s7cd1:20260914:1:11:transport_delay_uniform,17099186986331388719,s7cd1:20260914:1:11:outlier_mask_uniform,10006932509533559446,s7cd1:20260914:1:11:outlier_direction,3315062895602227087
poorly_conditioned,1,12,20260914,whole_base_sequence,s7cd1:20260914:1:12:truth,16262147132271744978,s7cd1:20260914:1:12:nominal_bearing_noise,17590575729116332279,s7cd1:20260914:1:12:transport_loss_uniform,4507726367339162327,s7cd1:20260914:1:12:transport_delay_uniform,1718105076923044724,s7cd1:20260914:1:12:outlier_mask_uniform,16127210891777747605,s7cd1:20260914:1:12:outlier_direction,11905493958275464257
poorly_conditioned,1,13,20260914,whole_base_sequence,s7cd1:20260914:1:13:truth,8038159925118985804,s7cd1:20260914:1:13:nominal_bearing_noise,2512996790966661103,s7cd1:20260914:1:13:transport_loss_uniform,898207627011444824,s7cd1:20260914:1:13:transport_delay_uniform,14337382346752261597,s7cd1:20260914:1:13:outlier_mask_uniform,14174211266172264491,s7cd1:20260914:1:13:outlier_direction,2176565912886358495
poorly_conditioned,1,14,20260914,whole_base_sequence,s7cd1:20260914:1:14:truth,8336339325482535116,s7cd1:20260914:1:14:nominal_bearing_noise,9478986656615512778,s7cd1:20260914:1:14:transport_loss_uniform,5170990581008901431,s7cd1:20260914:1:14:transport_delay_uniform,4341291242907139392,s7cd1:20260914:1:14:outlier_mask_uniform,15058172226301198523,s7cd1:20260914:1:14:outlier_direction,1817226156811642820
poorly_conditioned,1,15,20260914,whole_base_sequence,s7cd1:20260914:1:15:truth,4381491853121218541,s7cd1:20260914:1:15:nominal_bearing_noise,18076394227962641126,s7cd1:20260914:1:15:transport_loss_uniform,1157721504165116326,s7cd1:20260914:1:15:transport_delay_uniform,15218733921556012324,s7cd1:20260914:1:15:outlier_mask_uniform,7697444040178508237,s7cd1:20260914:1:15:outlier_direction,2305610608371576356
poorly_conditioned,1,16,20260914,whole_base_sequence,s7cd1:20260914:1:16:truth,9300878156321810164,s7cd1:20260914:1:16:nominal_bearing_noise,11770550136486211609,s7cd1:20260914:1:16:transport_loss_uniform,497997201685019551,s7cd1:20260914:1:16:transport_delay_uniform,13240325543525932549,s7cd1:20260914:1:16:outlier_mask_uniform,8769524174875249162,s7cd1:20260914:1:16:outlier_direction,11280970627947498971
poorly_conditioned,1,17,20260914,whole_base_sequence,s7cd1:20260914:1:17:truth,5668013294013285354,s7cd1:20260914:1:17:nominal_bearing_noise,2880957808455475097,s7cd1:20260914:1:17:transport_loss_uniform,13998546080399638531,s7cd1:20260914:1:17:transport_delay_uniform,17463757802398626313,s7cd1:20260914:1:17:outlier_mask_uniform,17605759775070136635,s7cd1:20260914:1:17:outlier_direction,1407017918827297203
poorly_conditioned,1,18,20260914,whole_base_sequence,s7cd1:20260914:1:18:truth,15651917246168285097,s7cd1:20260914:1:18:nominal_bearing_noise,11859374626672825248,s7cd1:20260914:1:18:transport_loss_uniform,12055754904079061850,s7cd1:20260914:1:18:transport_delay_uniform,11592718070098183313,s7cd1:20260914:1:18:outlier_mask_uniform,13811761782597333070,s7cd1:20260914:1:18:outlier_direction,7633899290952899485
poorly_conditioned,1,19,20260914,whole_base_sequence,s7cd1:20260914:1:19:truth,9984303577846704710,s7cd1:20260914:1:19:nominal_bearing_noise,14294719261608850116,s7cd1:20260914:1:19:transport_loss_uniform,17359103400104187240,s7cd1:20260914:1:19:transport_delay_uniform,3145501359397567480,s7cd1:20260914:1:19:outlier_mask_uniform,16953749871925959668,s7cd1:20260914:1:19:outlier_direction,10239042024463460757
poorly_conditioned,1,20,20260914,whole_base_sequence,s7cd1:20260914:1:20:truth,14002926559396323915,s7cd1:20260914:1:20:nominal_bearing_noise,2544919659850096434,s7cd1:20260914:1:20:transport_loss_uniform,4201264541348318040,s7cd1:20260914:1:20:transport_delay_uniform,3671263987599777034,s7cd1:20260914:1:20:outlier_mask_uniform,2238926536600614690,s7cd1:20260914:1:20:outlier_direction,14422185119332228515
poorly_conditioned,1,21,20260914,whole_base_sequence,s7cd1:20260914:1:21:truth,14878499110134931503,s7cd1:20260914:1:21:nominal_bearing_noise,8599873678283194895,s7cd1:20260914:1:21:transport_loss_uniform,11935220824759260424,s7cd1:20260914:1:21:transport_delay_uniform,1976709189207244987,s7cd1:20260914:1:21:outlier_mask_uniform,18346876068211092608,s7cd1:20260914:1:21:outlier_direction,1693604895419156113
poorly_conditioned,1,22,20260914,whole_base_sequence,s7cd1:20260914:1:22:truth,9582366802025554885,s7cd1:20260914:1:22:nominal_bearing_noise,6651151601802897049,s7cd1:20260914:1:22:transport_loss_uniform,3192816432910235030,s7cd1:20260914:1:22:transport_delay_uniform,9614814253358033045,s7cd1:20260914:1:22:outlier_mask_uniform,10887186295100921819,s7cd1:20260914:1:22:outlier_direction,14844536646653769572
poorly_conditioned,1,23,20260914,whole_base_sequence,s7cd1:20260914:1:23:truth,7931174611433611037,s7cd1:20260914:1:23:nominal_bearing_noise,14302504613697128472,s7cd1:20260914:1:23:transport_loss_uniform,6798108653769924212,s7cd1:20260914:1:23:transport_delay_uniform,10857550744926839159,s7cd1:20260914:1:23:outlier_mask_uniform,2847110302652525576,s7cd1:20260914:1:23:outlier_direction,9233480644019020588
poorly_conditioned,1,24,20260914,whole_base_sequence,s7cd1:20260914:1:24:truth,15674230333107321499,s7cd1:20260914:1:24:nominal_bearing_noise,7705630746542381805,s7cd1:20260914:1:24:transport_loss_uniform,17960150428769724008,s7cd1:20260914:1:24:transport_delay_uniform,5107694117857315787,s7cd1:20260914:1:24:outlier_mask_uniform,9293189610950918427,s7cd1:20260914:1:24:outlier_direction,4533475055779686637
poorly_conditioned,1,25,20260914,whole_base_sequence,s7cd1:20260914:1:25:truth,3619777581412892960,s7cd1:20260914:1:25:nominal_bearing_noise,17285503539644489556,s7cd1:20260914:1:25:transport_loss_uniform,7383441425359522607,s7cd1:20260914:1:25:transport_delay_uniform,11107789911392831724,s7cd1:20260914:1:25:outlier_mask_uniform,11784099068328904971,s7cd1:20260914:1:25:outlier_direction,11738350886081851483
poorly_conditioned,1,26,20260914,whole_base_sequence,s7cd1:20260914:1:26:truth,16348413942674301762,s7cd1:20260914:1:26:nominal_bearing_noise,16230137056895645331,s7cd1:20260914:1:26:transport_loss_uniform,4013863691390949014,s7cd1:20260914:1:26:transport_delay_uniform,1093761196723972932,s7cd1:20260914:1:26:outlier_mask_uniform,5869388256027344493,s7cd1:20260914:1:26:outlier_direction,17287765049707546873
poorly_conditioned,1,27,20260914,whole_base_sequence,s7cd1:20260914:1:27:truth,538239459678690085,s7cd1:20260914:1:27:nominal_bearing_noise,8804535455068766071,s7cd1:20260914:1:27:transport_loss_uniform,3042304452249192811,s7cd1:20260914:1:27:transport_delay_uniform,14299801259573591195,s7cd1:20260914:1:27:outlier_mask_uniform,4658921052455195435,s7cd1:20260914:1:27:outlier_direction,1908251562682664004
poorly_conditioned,1,28,20260914,whole_base_sequence,s7cd1:20260914:1:28:truth,16254461652646072200,s7cd1:20260914:1:28:nominal_bearing_noise,10749965938381387977,s7cd1:20260914:1:28:transport_loss_uniform,919196222630922101,s7cd1:20260914:1:28:transport_delay_uniform,17021322406821760305,s7cd1:20260914:1:28:outlier_mask_uniform,5728123422131445829,s7cd1:20260914:1:28:outlier_direction,11600501502948026388
poorly_conditioned,1,29,20260914,whole_base_sequence,s7cd1:20260914:1:29:truth,8525903509909006407,s7cd1:20260914:1:29:nominal_bearing_noise,3781319269623419671,s7cd1:20260914:1:29:transport_loss_uniform,5019666928309791754,s7cd1:20260914:1:29:transport_delay_uniform,1209895616622046822,s7cd1:20260914:1:29:outlier_mask_uniform,12411713379709603018,s7cd1:20260914:1:29:outlier_direction,14716874347368302797
poorly_conditioned,1,30,20260914,whole_base_sequence,s7cd1:20260914:1:30:truth,8696530441344802187,s7cd1:20260914:1:30:nominal_bearing_noise,10343973571012623469,s7cd1:20260914:1:30:transport_loss_uniform,18179842318538832552,s7cd1:20260914:1:30:transport_delay_uniform,17258480324921098964,s7cd1:20260914:1:30:outlier_mask_uniform,11533924727458341287,s7cd1:20260914:1:30:outlier_direction,727002454851264383
poorly_conditioned,1,31,20260914,whole_base_sequence,s7cd1:20260914:1:31:truth,13523980389204918792,s7cd1:20260914:1:31:nominal_bearing_noise,5697642989555135519,s7cd1:20260914:1:31:transport_loss_uniform,1196045961108263326,s7cd1:20260914:1:31:transport_delay_uniform,10147813536881392196,s7cd1:20260914:1:31:outlier_mask_uniform,1446186605411089524,s7cd1:20260914:1:31:outlier_direction,17937159296744682879
poorly_conditioned,1,32,20260914,whole_base_sequence,s7cd1:20260914:1:32:truth,10750234604946515277,s7cd1:20260914:1:32:nominal_bearing_noise,11930022610587622372,s7cd1:20260914:1:32:transport_loss_uniform,5199339564731374919,s7cd1:20260914:1:32:transport_delay_uniform,16362608776132446025,s7cd1:20260914:1:32:outlier_mask_uniform,1757022025232128836,s7cd1:20260914:1:32:outlier_direction,8280150451535267543
