geometry,geometry_index,sequence_index,base_seed,independent_unit,profile_run_count_per_block,profiles_are_paired,seed_scheme,truth_provenance,truth_seed,nominal_bearing_noise_provenance,nominal_bearing_noise_seed,transport_loss_uniform_provenance,transport_loss_uniform_seed,transport_delay_uniform_provenance,transport_delay_uniform_seed,outlier_mask_uniform_provenance,outlier_mask_uniform_seed,outlier_direction_provenance,outlier_direction_seed
informative,0,56,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:56:truth,1382055188649733015,s7cd1:20260910:0:56:nominal_bearing_noise,10252707443381393013,s7cd1:20260910:0:56:transport_loss_uniform,14425193469981124254,s7cd1:20260910:0:56:transport_delay_uniform,16144301925045864907,s7cd1:20260910:0:56:outlier_mask_uniform,988966896251243353,s7cd1:20260910:0:56:outlier_direction,14845548111372217512
informative,0,57,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:57:truth,17395319999033039194,s7cd1:20260910:0:57:nominal_bearing_noise,15250860174184453771,s7cd1:20260910:0:57:transport_loss_uniform,9511537466954089765,s7cd1:20260910:0:57:transport_delay_uniform,8937829498370941240,s7cd1:20260910:0:57:outlier_mask_uniform,2709370850169211910,s7cd1:20260910:0:57:outlier_direction,17385997277159844524
informative,0,58,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:58:truth,6379301855538306338,s7cd1:20260910:0:58:nominal_bearing_noise,4323098864984472082,s7cd1:20260910:0:58:transport_loss_uniform,1352681814356670009,s7cd1:20260910:0:58:transport_delay_uniform,5649613930404620043,s7cd1:20260910:0:58:outlier_mask_uniform,2233043886465400066,s7cd1:20260910:0:58:outlier_direction,3930341601620167434
informative,0,59,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:59:truth,15537531793575646170,s7cd1:20260910:0:59:nominal_bearing_noise,11744972202573532238,s7cd1:20260910:0:59:transport_loss_uniform,13552150351140784209,s7cd1:20260910:0:59:transport_delay_uniform,6968569856203006734,s7cd1:20260910:0:59:outlier_mask_uniform,13544492459020368090,s7cd1:20260910:0:59:outlier_direction,7856103471964180767
informative,0,60,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:60:truth,17965483727652846410,s7cd1:20260910:0:60:nominal_bearing_noise,14758781400098324751,s7cd1:20260910:0:60:transport_loss_uniform,11495767012271570420,s7cd1:20260910:0:60:transport_delay_uniform,5204872837664125096,s7cd1:20260910:0:60:outlier_mask_uniform,1004424947279104587,s7cd1:20260910:0:60:outlier_direction,16012015525226148904
informative,0,61,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:61:truth,7210573910047394373,s7cd1:20260910:0:61:nominal_bearing_noise,9404676176847903407,s7cd1:20260910:0:61:transport_loss_uniform,8466088439739796717,s7cd1:20260910:0:61:transport_delay_uniform,8988140217475249407,s7cd1:20260910:0:61:outlier_mask_uniform,6355421463076719357,s7cd1:20260910:0:61:outlier_direction,14565813149661884616
informative,0,62,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:62:truth,8566766004839975696,s7cd1:20260910:0:62:nominal_bearing_noise,1375942822274266270,s7cd1:20260910:0:62:transport_loss_uniform,11561811614645916004,s7cd1:20260910:0:62:transport_delay_uniform,594003846783475077,s7cd1:20260910:0:62:outlier_mask_uniform,16323495904693479085,s7cd1:20260910:0:62:outlier_direction,8628872055421804631
informative,0,63,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:63:truth,10933649219258873813,s7cd1:20260910:0:63:nominal_bearing_noise,5337905199271988842,s7cd1:20260910:0:63:transport_loss_uniform,8762904913880411018,s7cd1:20260910:0:63:transport_delay_uniform,13774464302653381834,s7cd1:20260910:0:63:outlier_mask_uniform,11313240979901449829,s7cd1:20260910:0:63:outlier_direction,15188095229247832910
informative,0,64,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:64:truth,13832317322729140909,s7cd1:20260910:0:64:nominal_bearing_noise,14796459358770711266,s7cd1:20260910:0:64:transport_loss_uniform,16511723490661406982,s7cd1:20260910:0:64:transport_delay_uniform,12271269674133201045,s7cd1:20260910:0:64:outlier_mask_uniform,3680196728835136837,s7cd1:20260910:0:64:outlier_direction,9839250546410973399
informative,0,65,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:65:truth,17054040789073844454,s7cd1:20260910:0:65:nominal_bearing_noise,14892456041719659545,s7cd1:20260910:0:65:transport_loss_uniform,10480939104511028995,s7cd1:20260910:0:65:transport_delay_uniform,13912343248223029018,s7cd1:20260910:0:65:outlier_mask_uniform,2779951980793194147,s7cd1:20260910:0:65:outlier_direction,9514399975967939514
informative,0,66,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:66:truth,1500420539514996952,s7cd1:20260910:0:66:nominal_bearing_noise,7142977395843677761,s7cd1:20260910:0:66:transport_loss_uniform,750135881377992850,s7cd1:20260910:0:66:transport_delay_uniform,16517560987527359002,s7cd1:20260910:0:66:outlier_mask_uniform,4594341376185065587,s7cd1:20260910:0:66:outlier_direction,3224005009013487393
informative,0,67,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:67:truth,6937770824329821049,s7cd1:20260910:0:67:nominal_bearing_noise,6073902971793278400,s7cd1:20260910:0:67:transport_loss_uniform,8478546038875779365,s7cd1:20260910:0:67:transport_delay_uniform,18028673075848361187,s7cd1:20260910:0:67:outlier_mask_uniform,17493996508884074539,s7cd1:20260910:0:67:outlier_direction,255040609522013508
informative,0,68,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:68:truth,7360472417911531511,s7cd1:20260910:0:68:nominal_bearing_noise,15427412830754473659,s7cd1:20260910:0:68:transport_loss_uniform,18251530740339972578,s7cd1:20260910:0:68:transport_delay_uniform,7681846718657431390,s7cd1:20260910:0:68:outlier_mask_uniform,9569029876255640653,s7cd1:20260910:0:68:outlier_direction,8238442852897300674
informative,0,69,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:69:truth,10280966144522275543,s7cd1:20260910:0:69:nominal_bearing_noise,5618798088027831585,s7cd1:20260910:0:69:transport_loss_uniform,6669524828981714116,s7cd1:20260910:0:69:transport_delay_uniform,1556580981979972995,s7cd1:20260910:0:69:outlier_mask_uniform,895261982577054568,s7cd1:20260910:0:69:outlier_direction,1334929669195800442
informative,0,70,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:70:truth,3699217825311777699,s7cd1:20260910:0:70:nominal_bearing_noise,9267140822877861331,s7cd1:20260910:0:70:transport_loss_uniform,6960997961451138362,s7cd1:20260910:0:70:transport_delay_uniform,5665602943875878547,s7cd1:20260910:0:70:outlier_mask_uniform,14164841305117958873,s7cd1:20260910:0:70:outlier_direction,16456416369470190712
informative,0,71,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:71:truth,983850200271317844,s7cd1:20260910:0:71:nominal_bearing_noise,6737593768315545933,s7cd1:20260910:0:71:transport_loss_uniform,16869410158913522586,s7cd1:20260910:0:71:transport_delay_uniform,800977326871725119,s7cd1:20260910:0:71:outlier_mask_uniform,15772849599499580472,s7cd1:20260910:0:71:outlier_direction,13252465420948670933
informative,0,72,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:72:truth,10179204898243837403,s7cd1:20260910:0:72:nominal_bearing_noise,5088739734874912469,s7cd1:20260910:0:72:transport_loss_uniform,15915155234852169159,s7cd1:20260910:0:72:transport_delay_uniform,7493916266039643416,s7cd1:20260910:0:72:outlier_mask_uniform,13720394292014293905,s7cd1:20260910:0:72:outlier_direction,16151127504384443221
informative,0,73,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:73:truth,1630559309467097934,s7cd1:20260910:0:73:nominal_bearing_noise,18250326042014848853,s7cd1:20260910:0:73:transport_loss_uniform,417089713019812272,s7cd1:20260910:0:73:transport_delay_uniform,10182011301287235177,s7cd1:20260910:0:73:outlier_mask_uniform,6031334405527314748,s7cd1:20260910:0:73:outlier_direction,6412229802496110055
informative,0,74,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:74:truth,14538449902556557550,s7cd1:20260910:0:74:nominal_bearing_noise,10155333442679968202,s7cd1:20260910:0:74:transport_loss_uniform,2759313290545402496,s7cd1:20260910:0:74:transport_delay_uniform,9749673149183082383,s7cd1:20260910:0:74:outlier_mask_uniform,11760330117622798183,s7cd1:20260910:0:74:outlier_direction,6213651343243840764
informative,0,75,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:75:truth,6869318413124243291,s7cd1:20260910:0:75:nominal_bearing_noise,786854418882272382,s7cd1:20260910:0:75:transport_loss_uniform,1834555103637558616,s7cd1:20260910:0:75:transport_delay_uniform,644331062072475309,s7cd1:20260910:0:75:outlier_mask_uniform,18163579180682047743,s7cd1:20260910:0:75:outlier_direction,12950206936194810036
informative,0,76,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:76:truth,612246061531550344,s7cd1:20260910:0:76:nominal_bearing_noise,1760830186586172659,s7cd1:20260910:0:76:transport_loss_uniform,41782940272636954,s7cd1:20260910:0:76:transport_delay_uniform,9247212627365649871,s7cd1:20260910:0:76:outlier_mask_uniform,6586318725407141865,s7cd1:20260910:0:76:outlier_direction,4895156314401503975
informative,0,77,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:77:truth,7294674255599686929,s7cd1:20260910:0:77:nominal_bearing_noise,484190125611234482,s7cd1:20260910:0:77:transport_loss_uniform,2555412209118952683,s7cd1:20260910:0:77:transport_delay_uniform,5653133542101062202,s7cd1:20260910:0:77:outlier_mask_uniform,867982004610031759,s7cd1:20260910:0:77:outlier_direction,12765743736804372234
informative,0,78,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:78:truth,12847158081792522456,s7cd1:20260910:0:78:nominal_bearing_noise,9420865788523447958,s7cd1:20260910:0:78:transport_loss_uniform,17476008722563245342,s7cd1:20260910:0:78:transport_delay_uniform,3749317728721281346,s7cd1:20260910:0:78:outlier_mask_uniform,7719507072859364099,s7cd1:20260910:0:78:outlier_direction,13260855174026308766
informative,0,79,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:79:truth,8959384079007116988,s7cd1:20260910:0:79:nominal_bearing_noise,18223931221310967661,s7cd1:20260910:0:79:transport_loss_uniform,17480124699180176584,s7cd1:20260910:0:79:transport_delay_uniform,10317861556379599623,s7cd1:20260910:0:79:outlier_mask_uniform,17112993709600492282,s7cd1:20260910:0:79:outlier_direction,15168975312154887144
informative,0,80,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:80:truth,10179946906784425732,s7cd1:20260910:0:80:nominal_bearing_noise,13679484461208726905,s7cd1:20260910:0:80:transport_loss_uniform,11095895671742773942,s7cd1:20260910:0:80:transport_delay_uniform,1014268426497085295,s7cd1:20260910:0:80:outlier_mask_uniform,1053224255546803717,s7cd1:20260910:0:80:outlier_direction,13568311262792341137
informative,0,81,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:81:truth,18142144080216148853,s7cd1:20260910:0:81:nominal_bearing_noise,7861536960475076315,s7cd1:20260910:0:81:transport_loss_uniform,7460126698106569048,s7cd1:20260910:0:81:transport_delay_uniform,16333366087214667771,s7cd1:20260910:0:81:outlier_mask_uniform,7198260955793860978,s7cd1:20260910:0:81:outlier_direction,10839674616648415984
informative,0,82,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:82:truth,8654083983933138778,s7cd1:20260910:0:82:nominal_bearing_noise,14240209738583077977,s7cd1:20260910:0:82:transport_loss_uniform,12557381465239301001,s7cd1:20260910:0:82:transport_delay_uniform,2132259891893262385,s7cd1:20260910:0:82:outlier_mask_uniform,4011534168436279938,s7cd1:20260910:0:82:outlier_direction,12580762978068885786
informative,0,83,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:83:truth,13870963105760631210,s7cd1:20260910:0:83:nominal_bearing_noise,3354129707817727339,s7cd1:20260910:0:83:transport_loss_uniform,10624759611815528905,s7cd1:20260910:0:83:transport_delay_uniform,13407989549979554217,s7cd1:20260910:0:83:outlier_mask_uniform,3136044888231260483,s7cd1:20260910:0:83:outlier_direction,9322172976199745632
informative,0,84,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:84:truth,2178005604842199469,s7cd1:20260910:0:84:nominal_bearing_noise,368940387246874928,s7cd1:20260910:0:84:transport_loss_uniform,15066251789748153704,s7cd1:20260910:0:84:transport_delay_uniform,15486109422818899399,s7cd1:20260910:0:84:outlier_mask_uniform,12074400842326842634,s7cd1:20260910:0:84:outlier_direction,4136419065036940085
informative,0,85,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:85:truth,11387887002718900495,s7cd1:20260910:0:85:nominal_bearing_noise,2419286089055688215,s7cd1:20260910:0:85:transport_loss_uniform,14783414052265588425,s7cd1:20260910:0:85:transport_delay_uniform,12465079795386503973,s7cd1:20260910:0:85:outlier_mask_uniform,4051855392430421023,s7cd1:20260910:0:85:outlier_direction,12046785181932755093
informative,0,86,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:86:truth,6682394152189839631,s7cd1:20260910:0:86:nominal_bearing_noise,14013282061423994944,s7cd1:20260910:0:86:transport_loss_uniform,11715871634330861565,s7cd1:20260910:0:86:transport_delay_uniform,12144886748450324092,s7cd1:20260910:0:86:outlier_mask_uniform,16295170226661191941,s7cd1:20260910:0:86:outlier_direction,13570606018161654483
informative,0,87,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:87:truth,8435838991523138674,s7cd1:20260910:0:87:nominal_bearing_noise,10332415096316502121,s7cd1:20260910:0:87:transport_loss_uniform,8844801022494871699,s7cd1:20260910:0:87:transport_delay_uniform,7473395792906130554,s7cd1:20260910:0:87:outlier_mask_uniform,10591328941331632978,s7cd1:20260910:0:87:outlier_direction,9937067057026997250
informative,0,88,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:88:truth,10087019525346212314,s7cd1:20260910:0:88:nominal_bearing_noise,71210905148021989,s7cd1:20260910:0:88:transport_loss_uniform,10709587245511888196,s7cd1:20260910:0:88:transport_delay_uniform,10466012307152429381,s7cd1:20260910:0:88:outlier_mask_uniform,3389988142965011513,s7cd1:20260910:0:88:outlier_direction,6164097615382051711
informative,0,89,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:89:truth,11896415902866161508,s7cd1:20260910:0:89:nominal_bearing_noise,11437329444196853477,s7cd1:20260910:0:89:transport_loss_uniform,15628304482727570566,s7cd1:20260910:0:89:transport_delay_uniform,10179152302369361233,s7cd1:20260910:0:89:outlier_mask_uniform,1645364312469613376,s7cd1:20260910:0:89:outlier_direction,4003111501301969973
informative,0,90,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:90:truth,12567942346081663415,s7cd1:20260910:0:90:nominal_bearing_noise,179349164374749869,s7cd1:20260910:0:90:transport_loss_uniform,2362206637254906369,s7cd1:20260910:0:90:transport_delay_uniform,8496838861215165417,s7cd1:20260910:0:90:outlier_mask_uniform,8114160277505040797,s7cd1:20260910:0:90:outlier_direction,523591737001272193
informative,0,91,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:91:truth,2447063636112668492,s7cd1:20260910:0:91:nominal_bearing_noise,17906373927025598480,s7cd1:20260910:0:91:transport_loss_uniform,12647923861960682886,s7cd1:20260910:0:91:transport_delay_uniform,11390110249568397023,s7cd1:20260910:0:91:outlier_mask_uniform,9478776758965069338,s7cd1:20260910:0:91:outlier_direction,6101785190498690281
informative,0,92,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:92:truth,14883945501264808088,s7cd1:20260910:0:92:nominal_bearing_noise,5572301274897749804,s7cd1:20260910:0:92:transport_loss_uniform,11642915542874001087,s7cd1:20260910:0:92:transport_delay_uniform,864928117415492742,s7cd1:20260910:0:92:outlier_mask_uniform,6407396289632272394,s7cd1:20260910:0:92:outlier_direction,4959188056305527597
informative,0,93,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:93:truth,4294138838912604973,s7cd1:20260910:0:93:nominal_bearing_noise,11403127273863584509,s7cd1:20260910:0:93:transport_loss_uniform,16303754365830223749,s7cd1:20260910:0:93:transport_delay_uniform,4728856312831290370,s7cd1:20260910:0:93:outlier_mask_uniform,17164516139088067953,s7cd1:20260910:0:93:outlier_direction,14647911499250150647
informative,0,94,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:94:truth,12727040784283915500,s7cd1:20260910:0:94:nominal_bearing_noise,9583736109863186825,s7cd1:20260910:0:94:transport_loss_uniform,7882379003713366144,s7cd1:20260910:0:94:transport_delay_uniform,17104031978318412823,s7cd1:20260910:0:94:outlier_mask_uniform,12208755363535444071,s7cd1:20260910:0:94:outlier_direction,15528064911946346630
informative,0,95,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:95:truth,15937055688043193677,s7cd1:20260910:0:95:nominal_bearing_noise,9892460165225230057,s7cd1:20260910:0:95:transport_loss_uniform,16814587646503941285,s7cd1:20260910:0:95:transport_delay_uniform,3593197056640289937,s7cd1:20260910:0:95:outlier_mask_uniform,12043133595795240737,s7cd1:20260910:0:95:outlier_direction,10539470618939484253
informative,0,96,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:96:truth,10378618843410397982,s7cd1:20260910:0:96:nominal_bearing_noise,3981525643968340508,s7cd1:20260910:0:96:transport_loss_uniform,17013616910052873075,s7cd1:20260910:0:96:transport_delay_uniform,11984589578889141738,s7cd1:20260910:0:96:outlier_mask_uniform,4191550648761403009,s7cd1:20260910:0:96:outlier_direction,10787545409959707369
informative,0,97,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:97:truth,15880772098629542241,s7cd1:20260910:0:97:nominal_bearing_noise,8712404596884840238,s7cd1:20260910:0:97:transport_loss_uniform,14073907575511530130,s7cd1:20260910:0:97:transport_delay_uniform,11435093626905021150,s7cd1:20260910:0:97:outlier_mask_uniform,13282417129362917850,s7cd1:20260910:0:97:outlier_direction,16563066621317244512
informative,0,98,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:98:truth,6376321133390992439,s7cd1:20260910:0:98:nominal_bearing_noise,14720968927819256129,s7cd1:20260910:0:98:transport_loss_uniform,15621685447123654073,s7cd1:20260910:0:98:transport_delay_uniform,4888576965536112984,s7cd1:20260910:0:98:outlier_mask_uniform,5914558320813579698,s7cd1:20260910:0:98:outlier_direction,3884486854740358516
informative,0,99,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:0:99:truth,7702612119552407046,s7cd1:20260910:0:99:nominal_bearing_noise,10150367005675612869,s7cd1:20260910:0:99:transport_loss_uniform,6420530048093932539,s7cd1:20260910:0:99:transport_delay_uniform,4242078500261512348,s7cd1:20260910:0:99:outlier_mask_uniform,1050202906319092311,s7cd1:20260910:0:99:outlier_direction,18409705431614597321
poorly_conditioned,1,0,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:0:truth,7870443984234645289,s7cd1:20260910:1:0:nominal_bearing_noise,14390598943965098916,s7cd1:20260910:1:0:transport_loss_uniform,16163004684559186656,s7cd1:20260910:1:0:transport_delay_uniform,9261326016525175398,s7cd1:20260910:1:0:outlier_mask_uniform,10859034047912713656,s7cd1:20260910:1:0:outlier_direction,7653975907772079536
poorly_conditioned,1,1,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:1:truth,7866147973142132615,s7cd1:20260910:1:1:nominal_bearing_noise,5832006416939056648,s7cd1:20260910:1:1:transport_loss_uniform,9392779959657874859,s7cd1:20260910:1:1:transport_delay_uniform,3159909296019893902,s7cd1:20260910:1:1:outlier_mask_uniform,15958988423259967512,s7cd1:20260910:1:1:outlier_direction,2037446117975638182
poorly_conditioned,1,2,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:2:truth,16562215626756084238,s7cd1:20260910:1:2:nominal_bearing_noise,11370366009307110950,s7cd1:20260910:1:2:transport_loss_uniform,1412294638987419600,s7cd1:20260910:1:2:transport_delay_uniform,5895734504099574439,s7cd1:20260910:1:2:outlier_mask_uniform,10583146150361934972,s7cd1:20260910:1:2:outlier_direction,8236979248766922168
poorly_conditioned,1,3,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:3:truth,11149734098577137274,s7cd1:20260910:1:3:nominal_bearing_noise,6745860847519586439,s7cd1:20260910:1:3:transport_loss_uniform,5002229909841017083,s7cd1:20260910:1:3:transport_delay_uniform,11135237430135006768,s7cd1:20260910:1:3:outlier_mask_uniform,3174792272893853113,s7cd1:20260910:1:3:outlier_direction,12178850159770328732
poorly_conditioned,1,4,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:4:truth,13934153700657970332,s7cd1:20260910:1:4:nominal_bearing_noise,5961737717615384417,s7cd1:20260910:1:4:transport_loss_uniform,17887739416861111464,s7cd1:20260910:1:4:transport_delay_uniform,9665804662318576158,s7cd1:20260910:1:4:outlier_mask_uniform,16078370235283926544,s7cd1:20260910:1:4:outlier_direction,12877862334455807730
poorly_conditioned,1,5,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:5:truth,2911446782583558379,s7cd1:20260910:1:5:nominal_bearing_noise,3102835203386104985,s7cd1:20260910:1:5:transport_loss_uniform,18143148993136974160,s7cd1:20260910:1:5:transport_delay_uniform,7617035873227666752,s7cd1:20260910:1:5:outlier_mask_uniform,6984044240404691592,s7cd1:20260910:1:5:outlier_direction,13907441544830726298
poorly_conditioned,1,6,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:6:truth,15402143233600386810,s7cd1:20260910:1:6:nominal_bearing_noise,6731093151869807287,s7cd1:20260910:1:6:transport_loss_uniform,1872904704385961929,s7cd1:20260910:1:6:transport_delay_uniform,1198828709115992173,s7cd1:20260910:1:6:outlier_mask_uniform,14887683151917417546,s7cd1:20260910:1:6:outlier_direction,16687828173036800327
poorly_conditioned,1,7,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:7:truth,10060693028609655576,s7cd1:20260910:1:7:nominal_bearing_noise,14633189031573988894,s7cd1:20260910:1:7:transport_loss_uniform,3232810955525000861,s7cd1:20260910:1:7:transport_delay_uniform,5806150240517790618,s7cd1:20260910:1:7:outlier_mask_uniform,14151056130111791812,s7cd1:20260910:1:7:outlier_direction,2359192610633272514
poorly_conditioned,1,8,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:8:truth,14280347224202247483,s7cd1:20260910:1:8:nominal_bearing_noise,18241447440399334516,s7cd1:20260910:1:8:transport_loss_uniform,14690466250327899288,s7cd1:20260910:1:8:transport_delay_uniform,6463339851663182973,s7cd1:20260910:1:8:outlier_mask_uniform,16656003007155462142,s7cd1:20260910:1:8:outlier_direction,4561782898780250717
poorly_conditioned,1,9,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:9:truth,776999481614796139,s7cd1:20260910:1:9:nominal_bearing_noise,8127929111135254820,s7cd1:20260910:1:9:transport_loss_uniform,11961733595731221799,s7cd1:20260910:1:9:transport_delay_uniform,12360847977655230904,s7cd1:20260910:1:9:outlier_mask_uniform,1810971671973507423,s7cd1:20260910:1:9:outlier_direction,18409002834358662920
poorly_conditioned,1,10,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:10:truth,12991233552026313021,s7cd1:20260910:1:10:nominal_bearing_noise,1099727674941854070,s7cd1:20260910:1:10:transport_loss_uniform,17941238941796381037,s7cd1:20260910:1:10:transport_delay_uniform,15287797950860019182,s7cd1:20260910:1:10:outlier_mask_uniform,15497927179901860966,s7cd1:20260910:1:10:outlier_direction,17780855513592730736
poorly_conditioned,1,11,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:11:truth,16823351418396276782,s7cd1:20260910:1:11:nominal_bearing_noise,14263984601671879606,s7cd1:20260910:1:11:transport_loss_uniform,16989010925377655300,s7cd1:20260910:1:11:transport_delay_uniform,11760391043439114322,s7cd1:20260910:1:11:outlier_mask_uniform,11049560334195969380,s7cd1:20260910:1:11:outlier_direction,7558458853187655935
poorly_conditioned,1,12,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:12:truth,8519852104893401883,s7cd1:20260910:1:12:nominal_bearing_noise,8915695652807615333,s7cd1:20260910:1:12:transport_loss_uniform,14949919425078946274,s7cd1:20260910:1:12:transport_delay_uniform,15189735812735951093,s7cd1:20260910:1:12:outlier_mask_uniform,6149586155425027521,s7cd1:20260910:1:12:outlier_direction,17602553412198368101
